452,ready,181866
453,story,180998
454,common,180061
455,book,179739
456,electronic,179347
457,talk,178877
458,account,178452
459,mark,178084
460,interest,178001
461,written,177232
462,can't,176728
463,bed,176635
464,necessary,176467
465,age,176320
466,else,175980
467,force,175520
468,idea,174236
469,longer,173897
470,art,173544
471,spoke,172990
472,across,172901
473,brother,172692
474,early,172467
475,ought,171690
476,sometimes,171309
477,line,170962
478,saying,170695
479,table,170143
480,appeared,169913
481,river,169470
482,continued,169086
483,eye,168723
484,ety,168713
485,sun,168545
486,information,168408
487,later,167805
488,everything,166395
489,reached,165752
490,suddenly,164850
491,past,164703
492,hours,164326
493,strange,164147
494,deep,163819
495,change,163514
496,miles,163341
497,feeling,163269
498,act,162869
499,meet,162687
500,paid,162605
501,further,162328
502,purpose,162154
503,happy,162105
504,added,161953
505,seem,161549
506,taking,160626
507,blood,160547
508,rose,159794
509,south,158664
510,beyond,158344
511,cold,158204
512,neither,158200
513,forward,157578
514,view,157416
515,I've,157210
516,position,156851
517,sound,156616
518,none,155743
519,entered,155480
520,clear,155472
521,road,154977
522,late,154840
523,stand,154582
524,suppose,154536
525,la,154457
526,daughter,154261
527,real,154046
528,nearly,154001
529,mine,153940
530,laws,153830
531,knowledge,153829
532,comes,153299
533,toward,152972
534,bad,152889
535,cut,152625
536,copy,151661
537,husband,151651
538,six,151612
539,France,151108
540,living,151043
541,peace,150281
542,didn't,149696
543,low,149690
544,north,149601
545,remember,149323
546,effect,148795
547,natural,148744
548,pretty,148124
549,fall,147435
550,fair,147401
551,service,146483
552,below,146062
553,except,145998
554,American,145980
555,hair,145817
556,London,145606
557,laid,145490
558,pass,145440
559,led,145393
560,copyright,145244
561,doing,145131
562,army,144925
563,run,144688
564,horse,144022
565,future,143658
566,opened,143625
567,pleasure,142952
568,history,141958
569,west,141745
570,pay,141597
571,red,141588
572,an',141517
573,4,141402
574,hath,141246
575,note,140679
576,although,140667
577,wanted,140608
578,gold,139711
579,makes,139167
580,desire,138288
581,play,138228
582,master,137871
583,office,136616
584,tried,136507
585,front,136296
586,big,136265
587,Dr,135902
588,lived,135512
589,certainly,135386
590,wind,134689
591,receive,134351
592,attention,134257
593,government,134075
594,unto,134048
595,church,133975
596,strength,133771
597,length,133663
598,company,133159
599,placed,133084
600,paper,133030
601,letters,132785
602,probably,132560
603,glad,132368
604,important,132288
605,especially,132096
606,greater,132045
607,yourself,131617
608,fellow,131509
609,bear,131397
610,opinion,130867
611,window,130590
612,ran,130394
613,faith,130376
614,ago,130255
615,agreement,130079
616,charge,129644
617,beauty,129586
618,lips,129473
619,remained,129411
620,arm,129325
621,latter,129276
622,duty,129116
623,send,129075
624,distance,129046
625,silence,128067
626,foot,128053
627,wild,127758
628,object,127468
629,die,127167
630,save,126799
631,gentleman,126761
632,trees,126469
633,green,126431
634,trouble,125885
635,smile,125830
636,books,125827
637,wrong,125401
638,various,125006
639,sleep,124634
640,persons,123820
641,blockquote,123703
642,happened,123421
643,particular,123182
644,drew,122264
645,minutes,122201
646,hardly,121603
647,walked,121276
648,chief,121207
649,chance,120739
650,according,120733
651,beginning,120733
652,action,120590
653,deal,120186
654,loved,120145
655,visit,119807
656,thinking,119753
657,follow,119666
658,standing,119506
659,knows,119114
660,try,118860
661,presence,118852
662,heavy,118834
663,sweet,118754
664,plain,118641
665,donations,118443
666,immediately,118250
667,wrote,118114
668,mouth,117921
669,rich,117386
670,thoughts,117251
671,months,116955
672,u,116586
673,won't,116568
674,afraid,116467
675,Paris,116402
676,single,115905
677,joy,115788
678,enemy,115195
679,broken,115006
680,unless,114054
681,states,113807
682,ship,113611
683,condition,113578
684,carry,113357
685,exclaimed,113352
686,including,113104
687,filled,112921
688,seeing,112889
689,influence,112447
690,write,112285
691,boys,112125
692,appear,112044
693,outside,111849
694,secret,111678
695,parts,111194
696,please,111114
697,appearance,110932
698,evil,110898
699,march,110834
700,george,110754
701,whatever,110549
702,slowly,110500
703,tears,110314
704,horses,110296
705,places,110250
706,caught,110061
707,stay,109894
708,instead,109837
709,struck,109662
710,blue,109449
711,York,109354
712,impossible,109330
713,period,109160
714,sister,108983
715,battle,108781
716,school,108701
717,Mary,108633
718,raised,108580
719,occasion,108544
720,married,108419
721,man's,108346
722,former,108299
723,food,108140
724,youth,108097
725,learned,108072
726,merely,108034
727,reach,107787
728,system,107496
729,twenty,107475
730,dinner,107414
731,quiet,107167
732,easily,107012
733,moved,106996
734,afterwards,106992
735,giving,106981
736,walk,106858
737,stopped,106661
738,laughed,106591
739,language,106445
740,expression,106415
741,week,106184
742,hall,106108
743,danger,105775
744,property,105765
745,wonder,105588
746,usual,105412
747,figure,105403
748,born,104938
749,court,104606
750,generally,104448
751,grew,104326
752,showed,104205
753,getting,103981
754,ancient,103755
755,respect,103497
756,third,103468
757,worth,103346
758,simple,102885
759,tree,102872
760,leaving,102830
761,remain,102801
762,society,102355
763,fight,102206
764,wall,102124
765,result,102039
766,heaven,101875
767,William,101780
768,started,101771
769,command,101717
770,tone,101569
771,regard,101139
772,expected,101117
773,mere,101061
774,month,101037
775,beside,100710
776,silent,100695
777,perfect,100522
778,experience,100504
779,street,100499
780,writing,100292
781,goes,100235
782,circumstances,100166
783,entirely,99803
784,fresh,99654
785,duke,99561
786,covered,99439
787,bound,99304
788,east,99220
789,wood,99157
790,stone,99073
791,quickly,98994
792,notice,98872
793,bright,98773
794,Christ,98758
795,boat,98756
796,noble,98714
797,meant,98705
798,somewhat,98651
799,sudden,98497
800,value,98232
801,c.,97991
802,direction,97628
803,chair,97567
804,due,97353
805,support,97334
806,tom,97093
807,date,96908
808,waiting,96834
809,Christian,96735
810,village,96681
811,lives,96547
812,reading,96465
813,agree,96413
814,lines,96198
815,considered,96182
816,field,96170
817,observed,96110
818,scarcely,95979
819,wished,95538
820,wait,95523
821,greatest,95398
822,permission,95391
823,success,95371
824,piece,95303
825,british,95149
826,ex,95127
827,Charles,95049
828,formed,94978
829,speaking,94833
830,trying,94706
831,conversation,94578
832,proper,94480
833,hill,94379
834,music,94284
835,opportunity,94123
836,that's,93912
837,German,93866
838,afternoon,93839
839,cry,93675
840,cost,93470
841,allowed,93398
842,girls,93384
843,considerable,93235
844,c,92990
845,broke,92800
846,honour,92446
847,seven,92292
848,private,92260
849,sit,92217
850,news,92204
851,top,91995
852,scene,91985
853,discovered,91968
854,marriage,91937
855,step,91592
856,garden,91392
857,race,91305
858,begin,91207
859,per,91115
860,individual,90923
861,sitting,90632
862,learn,90513
863,political,90412
864,difficult,90385
865,bit,90352
866,speech,90319
867,Henry,90034
868,lie,89756
869,cast,89723
870,eat,89650
871,authority,89562
872,etc.,89480
873,floor,89151
874,ill,89125
875,ways,88381
876,officers,88207
877,offered,88164
878,original,88133
879,happiness,88005
880,flowers,87879
881,produced,87876
882,summer,87793
883,provide,87573
884,study,87538
885,religion,87445
886,picture,87340
887,walls,87300
888,personal,87235
889,America,87195
890,watch,87073
891,pleased,86744
892,leaves,86702
893,declared,86560
894,hot,86478
895,understood,86271
896,effort,86256
897,prepared,86240
898,escape,86157
899,attempt,86132
900,supposed,86122
901,killed,86020
902,fast,86008
903,author,85992
904,Indian,85940
905,brown,85875
906,determined,85873
907,pain,85833
908,spring,85777
909,takes,85761
910,drawn,85701
911,soldiers,85694
912,houses,85488
913,beneath,85453
914,talking,85391
915,turning,85325
916,century,85256
917,steps,84796
918,intended,84789
919,soft,84783
920,straight,84750
921,matters,84637
922,likely,84636
923,corner,84584
924,trademark,84518
925,justice,84500
926,simply,84365
927,produce,84323
928,trust,84298
929,appears,84153
930,Rome,84141
931,laugh,84072
932,forget,84004
933,Europe,83940
934,passage,83908
935,eight,83853
936,closed,83814
937,ourselves,83716
938,gives,83639
939,dress,83486
940,passing,83482
941,terrible,83421
942,required,83248
943,medium,83151
944,efforts,83147
945,sake,83124
946,breath,83075
947,wise,83039
948,ladies,82918
949,possession,82883
950,pleasant,82839
951,perfectly,82830
952,o',82761
953,memory,82725
954,usually,82644
955,grave,82623
956,fixed,82566
957,modern,82562
958,spot,82338
959,troops,82223
960,rise,82126
961,break,82118
962,fifty,82035
963,island,81974
964,meeting,81962
965,camp,81899
966,nation,81890
967,existence,81804
968,reply,81671
969,I'd,81624
970,copies,81479
971,sky,81457
972,touch,81396
973,equal,81392
974,fortune,81232
975,v.,81207
976,shore,81109
977,domain,81056
978,named,80756
979,situation,80651
980,looks,80463
981,promise,80426
982,orders,80294
983,degree,80293
984,middle,80239
985,winter,80239
986,plan,80069
987,spent,80046
988,allow,79876
989,pale,79860
990,conduct,79819
991,running,79752
992,religious,79751
993,surprise,79635
994,minute,79605
995,roman,79482
996,cases,79432
997,shot,79425
998,lead,79418
999,move,79376
1000,names,79366
1001,stop,79301
1002,higher,79280
1003,et,79225
1004,father's,79201
1005,threw,79179
1006,worse,79163
1007,built,79110
1008,spoken,79085
1009,glass,79053
1010,board,78858
1011,vain,78809
1012,affairs,78788
1013,instance,78564
1014,safe,78317
1015,loss,78305
1016,doctor,78281
1017,offer,78246
1018,class,78173
1019,complete,78039
1020,access,77716
1021,lower,77368
1022,wouldn't,77327
1023,repeated,77300
1024,forms,77286
1025,darkness,77261
1026,military,77249
1027,warm,77220
1028,drink,77183
1029,passion,77028
1030,ones,76976
1031,physical,76974
1032,example,76922
1033,ears,76672
1034,questions,76596
1035,start,76592
1036,lying,76560
1037,smiled,76547
1038,keeping,76541
1039,spite,76495
1040,shown,76402
1041,directly,76333
1042,james,76067
1043,hart,76059
1044,serious,75990
1045,hat,75918
1046,dog,75874
1047,silver,75859
1048,sufficient,75856
1049,main,75850
1050,mentioned,75813
1051,servant,75473
1052,pride,75429
1053,crowd,75422
1054,train,75404
1055,wonderful,75347
1056,moral,75253
1057,instant,75209
1058,associated,75153
1059,path,75150
1060,greek,75128
1061,meaning,74981
1062,fit,74906
1063,ordered,74834
1064,lot,74745
1065,he's,74505
1066,proved,74438
1067,obliged,74413
1068,enter,74391
1069,rule,74378
1070,sword,74342
1071,attack,74293
1072,seat,74266
1073,game,74220
1074,health,74210
1075,paragraph,74195
1076,statement,74053
1077,social,74035
1078,refund,73914
1079,sorry,73906
1080,courage,73882
1081,members,73833
1082,grace,73826
1083,official,73755
1084,dream,73726
1085,worthy,73622
1086,rock,73581
1087,jack,73527
1088,provided,73443
1089,special,73437
1090,shook,73338
1091,request,73327
1092,mighty,73313
1093,glance,73302
1094,heads,73281
1095,movement,73266
1096,fee,73232
1097,share,73182
1098,expect,73178
1099,couldn't,73076
1100,dollars,72925
1101,spread,72890
1102,opposite,72815
1103,glory,72644
1104,twelve,72570
1105,space,72550
1106,engaged,72545
1107,peter,72509
1108,wine,72450
1109,ordinary,72404
1110,mountains,72333
1111,taste,72268
1112,iron,72252
1113,isn't,72166
1114,distribute,72160
1115,trade,72098
1116,consider,72033
1117,greatly,71894
1118,accepted,71888
1119,forced,71884
1120,advantage,71878
1121,ideas,71849
1122,decided,71766
1123,using,71751
1124,officer,71744
1125,rate,71688
1126,clothes,71654
1127,sign,71582
1128,feelings,71558
1129,native,71399
1130,promised,71195
1131,judge,71190
1132,difference,71072
1133,working,71042
1134,anxious,71040
1135,marry,70948
1136,captain,70861
1137,finished,70763
1138,extent,70649
1139,watched,70643
1140,curious,70641
1141,foreign,70609
1142,besides,70524
1143,method,70513
1144,excellent,70452
1145,confidence,70414
1146,marked,70264
1147,'em,70256
1148,jesus,70228
1149,exactly,70213
1150,importance,70066
1151,finally,70018
1152,bill,69973
1153,vast,69861
1154,prove,69854
1155,fancy,69771
1156,quick,69761
1157,yes,69731
1158,sought,69666
1159,prevent,69664
1160,neck,69634
1161,hearts,69628
1162,liberty,69603
1163,interesting,69601
1164,sides,69594
1165,legal,69532
1166,gentlemen,69507
1167,dry,69442
1168,serve,69414
1169,aside,69368
1170,pure,69287
1171,concerning,69279
1172,forgotten,69212
1173,lose,69115
1174,powers,69073
1175,possessed,68995
1176,thrown,68931
1177,evidence,68904
1178,distant,68882
1179,michael,68874
1180,progress,68830
1181,similar,68603
1182,narrow,68505
1183,altogether,68471
1184,building,68394
1185,page,68234
1186,particularly,68193
1187,knowing,68050
1188,weeks,67942
1189,settled,67880
1190,holding,67815
1191,mountain,67762
1192,search,67660
1193,sad,67596
1194,sin,67589
1195,lies,67551
1196,proud,67492
1197,pieces,67423
1198,clearly,67318
1199,price,67277
1200,ships,67259
1201,thirty,67229
1202,sick,67152
1203,honest,67088
1204,shut,67063
1205,talked,66998
1206,bank,66981
1207,fate,66946
1208,dropped,66940
1209,judgment,66827
1210,conditions,66803
1211,king's,66590
1212,accept,66498
1213,hills,66475
1214,removed,66429
1215,forest,66263
1216,measure,66262
1217,species,66220
1218,seek,66141
1219,highest,66066
1220,otherwise,66054
1221,stream,66003
1222,honor,65994
1223,carefully,65960
1224,obtained,65884
1225,ear,65819
1226,bread,65708
1227,bottom,65645
1228,additional,65640
1229,presented,65615
1230,aid,65581
1231,fingers,65564
1232,q,65556
1233,remembered,65554
1234,choose,65396
1235,agreed,65284
1236,animal,65255
1237,events,65118
1238,there's,65017
1239,fully,64982
1240,delight,64971
1241,rights,64836
1242,amount,64720
1243,obtain,64706
1244,tax,64658
1245,servants,64642
1246,sons,64592
1247,cross,64403
1248,shoulders,64397
1249,thick,64364
1250,points,64311
1251,stranger,64270
1252,woods,64227
1253,facts,64155
1254,dare,64055
1255,grow,64005
1256,creature,63988
1257,hung,63988
1258,rain,63905
1259,false,63861
1260,tall,63854
1261,gate,63851
1262,nations,63793
1263,created,63774
1264,refused,63774
1265,quietly,63767
1266,surface,63717
1267,freely,63711
1268,holy,63709
1269,streets,63695
1270,blow,63577
1271,july,63558
1272,regarded,63536
1273,fashion,63526
1274,report,63492
1275,coast,63479
1276,daily,63422
1277,file,63420
1278,shoulder,63340
1279,surprised,63312
1280,faces,63252
1281,succeeded,63179
1282,birds,63162
1283,distribution,63155
1284,royal,63124
1285,song,63090
1286,wealth,63067
1287,comfort,63064
1288,failed,63013
1289,freedom,62979
1290,peculiar,62951
1291,anyone,62941
1292,advance,62895
1293,gentle,62856
1294,surely,62831
1295,animals,62815
1296,waited,62808
1297,secure,62770
1298,desired,62740
1299,grass,62726
1300,touched,62649
1301,occupied,62645
1302,draw,62587
1303,stage,62536
1304,portion,62479
1305,expressed,62460
1306,opening,62316
1307,june,62288
1308,spirits,62147
1309,fish,62138
1310,tongue,62119
1311,capital,62114
1312,angry,61966
1313,growing,61954
1314,served,61954
1315,carriage,61920
1316,weather,61892
1317,breast,61786
1318,presently,61503
1319,snow,61384
1320,david,61377
1321,papers,61338
1322,necessity,61325
1323,practice,61313
1324,claim,61248
1325,hast,61220
1326,education,61160
1327,sharp,61096
1328,prince,60998
1329,permitted,60987
1330,group,60983
1331,enemies,60982
1332,robert,60967
1333,played,60926
1334,throughout,60896
1335,pity,60858
1336,expense,60836
1337,yours,60770
1338,million,60752
1339,add,60647
1340,pray,60553
1341,taught,60553
1342,explained,60525
1343,tired,60525
1344,leading,60475
1345,kill,60435
1346,shadow,60402
1347,companion,60384
1348,weight,60339
1349,mass,60298
1350,established,60226
1351,suffered,60210
1352,gray,60200
1353,brave,60085
1354,thin,60068
1355,satisfied,60044
1356,check,60002
1357,virtue,59979
1358,golden,59969
1359,numerous,59925
1360,frequently,59873
1361,famous,59843
1362,telling,59831
1363,powerful,59634
1364,alive,59632
1365,waters,59569
1366,national,59565
1367,weak,59510
1368,divine,59479
1369,material,59413
1370,principal,59406
1371,gathered,59324
1372,suggested,59261
1373,frank,59180
1374,valley,59172
1375,guess,59171
1376,finding,59160
1377,yellow,59051
1378,heat,58979
1379,remains,58941
1380,bent,58939
1381,seized,58899
1382,guard,58892
1383,equally,58840
1384,naturally,58811
1385,box,58805
1386,remarkable,58805
1387,gods,58789
1388,moon,58760
1389,slight,58710
1390,style,58699
1391,pointed,58669
1392,saved,58632
1393,windows,58556
1394,crossed,58551
1395,louis,58498
1396,pounds,58458
1397,ain't,58451
1398,evidently,58378
1399,principle,58369
1400,immediate,58268
1401,willing,58218
1402,consequence,58195
1403,richard,58188
1404,principles,58148
1405,characters,58140
1406,paul,58106
1407,season,58088
1408,remarked,58020
1409,science,57960
1410,tender,57959
1411,worked,57946
1412,grown,57772
1413,whispered,57721
1414,interested,57714
1415,quarter,57661
1416,midst,57518
1417,liked,57509
1418,advanced,57495
1419,apparently,57471
1420,bore,57458
1421,pwh,57456
1422,active,57449
1423,noticed,57389
1424,aware,57388
1425,thomas,57341
1426,uncle,57326
1427,list,57295
1428,dangerous,57292
1429,august,57283
1430,calm,57251
1431,genius,57225
1432,sacred,57211
1433,kingdom,57199
1434,entire,57187
1435,popular,57115
1436,unknown,57040
1437,nice,57038
1438,habit,57035
1439,spanish,56981
1440,familiar,56835
1441,reader,56832
1442,published,56807
1443,direct,56755
1444,handsome,56748
1445,you'll,56740
1446,joined,56737
1447,actually,56699
1448,kings,56630
1449,sd,56603
1450,posted,56561
1451,approach,56555
1452,washington,56527
1453,hearing,56509
1454,needed,56455
1455,increased,56113
1456,walking,56094
1457,twice,55893
1458,throw,55850
1459,intellectual,55849
1460,appointed,55847
1461,wisdom,55827
1462,ceased,55810
1463,truly,55776
1464,numbers,55771
1465,demanded,55718
1466,priest,55667
1467,wounded,55666
1468,sorrow,55657
1469,drive,55626
1470,fault,55610
1471,listened,55604
1472,palace,55599
1473,affair,55588
1474,contact,55576
1475,distinguished,55568
1476,station,55551
1477,beat,55452
1478,distributed,55431
1479,e,55405
1480,listen,55400
1481,italy,55327
1482,fool,55324
1483,becomes,55307
1484,watching,55264
1485,hurt,55227
1486,wants,55209
1487,express,55193
1488,occurred,55186
1489,favour,55161
1490,height,55161
1491,size,55123
1492,edge,55074
1493,subjects,55021
1494,task,54999
1495,follows,54945
1496,interests,54938
1497,nine,54922
1498,sympathy,54921
1499,burst,54920
1500,putting,54835
1501,dressed,54816
1502,lifted,54796
1503,hopes,54772
1504,suffer,54764
1505,noise,54731
1506,smiling,54720
1507,rode,54627
1508,tells,54559
1509,minds,54524
1510,farther,54471
1511,literature,54426
1512,vessel,54407
1513,affection,54381
1514,suffering,54363
1515,proceeded,54343
1516,flesh,54333
1517,advice,54172
1518,grand,54172
1519,carrying,54168
1520,legs,54149
1521,spain,54147
1522,post,54054
1523,collection,54031
1524,empty,54020
1525,rank,54009
1526,storm,54009
1527,god's,53975
1528,imagine,53930
1529,wore,53915
1530,duties,53904
1531,admitted,53846
1532,countries,53834
1533,pocket,53783
1534,arrival,53776
1535,imagination,53768
1536,driven,53753
1537,loud,53742
1538,sentence,53699
1539,lovely,53673
1540,extraordinary,53589
1541,november,53551
1542,december,53541
1543,happen,53527
1544,absence,53502
1545,breakfast,53488
1546,population,53423
1547,thank,53413
1548,rules,53386
1549,inhabitants,53168
1550,series,53157
1551,laughing,53113
1552,address,53096
1553,relief,53061
1554,bird,52958
1555,owner,52920
1556,impression,52901
1557,satisfaction,52896
1558,coat,52869
1559,prepare,52846
1560,relations,52841
1561,shape,52710
1562,birth,52703
1563,rapidly,52677
1564,smoke,52676
1565,January,52657
1566,mother+'s,52657
1567,machine,52618
1568,content,52615
1569,consideration,52606
1570,accompanied,52581
1571,regular,52519
1572,moving,52512
1573,stands,52512
1574,wholly,52482
1575,teeth,52449
1576,busy,52407
1577,treated,52378
1578,burning,52322
1579,shame,52312
1580,quality,52292
1581,bay,52212
1582,discover,52201
1583,inside,52123
1584,brain,52105
1585,soil,52100
1586,completely,52050
1587,message,52049
1588,ring,52000
1589,resolved,51981
1590,calling,51950
1591,phrase,51940
1592,acts,51907
1593,mention,51888
1594,square,51832
1595,pair,51818
1596,won,51798
1597,title,51777
1598,understanding,51713
1599,Sunday,51687
1600,fruit,51674
1601,mad,51668
1602,forces,51593
1603,included,51591
1604,tea,51547
1605,rocks,51540
1606,nearer,51456
1607,slaves,51427
1608,falling,51396
1609,absolutely,51394
1610,slow,51380
1611,bearing,51315
1612,mercy,51306
1613,larger,51297
1614,explain,51285
1615,contain,51210
1616,grief,51205
1617,soldier,51200
1618,wasn't,51135
1619,countenance,51077
1620,previous,51055
1621,explanation,51050
1622,welcome,51009
1623,proposed,51006
1624,prayer,50987
1625,stars,50977
1626,germany,50905
1627,belief,50725
1628,informed,50691
1629,moments,50676
1630,poetry,50673
1631,constant,50650
1632,buy,50619
1633,final,50604
1634,faithful,50587
1635,ride,50551
1636,policy,50464
1637,supper,50460
1638,drawing,50447
1639,excitement,50435
1640,dying,50335
1641,demand,50257
1642,fighting,50245
1643,fields,50201
1644,drove,50184
1645,upper,50168
1646,sum,50041
1647,philip,49999
1648,motion,49955
1649,assistance,49929
1650,forty,49903
1651,april,49899
1652,stones,49887
1653,edward,49840
1654,fees,49820
1655,kindly,49809
1656,dignity,49803
1657,catch,49718
1658,october,49715
1659,seated,49654
1660,knees,49642
1661,amongst,49628
1662,current,49580
1663,sending,49578
1664,parties,49574
1665,objects,49571
1666,gained,49550
1667,bitter,49544
1668,possibly,49520
1669,slave,49489
